qid,name,address,zip,lat,long,url
592,"Centre Municipal de Santé - Gymnase Maurice Baquet","6 Rue Honoré d’Estienne d’Orves",93055,48.8911,2.40652,https://partners.doctolib.fr/centre-de-sante/pantin/centre-de-vaccination-covid-pantin?pid=practice-165023?speciality_id=5494&enable_cookies_consent=1
1657,"Centre de vaccination - Centre municipal de santé","39 Allée Bellevue",93063,48.8862,2.44059,https://www.maiia.com/centre-de-vaccination/93230-romainville/centre-de-vaccination-de-romainville
1176,"Centre de vaccination du Centre hospitalier de Givors","9 Avenue du Professeur Fleming",69091,45.5998,4.76553,https://partners.doctolib.fr/centre-de-sante/givors/centre-vaccination-covid-ch-de-givors?speciality_id=5494&enable_cookies_consent=1
1175,"Centre de vaccination  La Bourse de Strasbourg ","1 Place du Maréchal de Lattre de Tassigny",67482,48.5762,7.75342,https://partners.doctolib.fr/etablissement-de-prevention/strasbourg/centre-de-vaccination-covid19-de-strasbourg?speciality_id=5494&enable_cookies_consent=1
2489,"Centre de vaccination - CPTS BBH, maison communale d'animation"," Parc du Bocage",59663,50.8876,2.47735,https://partners.doctolib.fr/centre-de-sante/wormhout/centre-de-vaccin-wormhout-cchf?pid=practice-184059&enable_cookies_consent=1
2664,"Centre de vaccination de MEXY"," Rue de Lorraine",54367,49.4993,5.78128,https://partners.doctolib.fr/vaccination-covid-19/mont-saint-martin/centre-de-vaccination-covid-19-hopital-de-mont-saint-martin?pid=practice-192316&enable_cookies_consent=1
39,"Polyclinique de Franche-Comté","4 Rue Auguste Rodin",25056,47.2154,5.97953,https://partners.doctolib.fr/centre-de-sante/besancon/centre-de-vaccination-covid-19-polyclinique-franche-comte?speciality_id=5494&enable_cookies_consent=1
1585,"Centre de vaccination éphémère de Morne à l'eau","Dispensaire de  Richeval",97116,16.3427,-61.4542,https://www.maiia.com/centre-de-vaccination/97111-morne-a-l-eau/centre-de-vaccination---morne-a-l-eau-
2440,"Centre de vaccination éphémère - Centre de formation des sapeurs-pompiers de Saint -Priest ","13-15 Avenue de l’Europe",69290,45.7175,4.91799,https://partners.doctolib.fr/centre-depistage-covid/saint-priest/centre-de-vaccination-ephemere-centre-de-formation-des-sapeurs-pompiers-saint-priest-reserve-aux-enseignants-forces-de-l-ordre-et-pompiers?pid=practice-183321&enable_cookies_consent=1
1287,"Lieu de vaccination de COMMERCY (salle du Marlat)"," Rue de la Pocherie",55122,48.7561,5.58283,https://www.maiia.com/centre-de-vaccination/55200-commercy/centre-de-vaccination---commercy
1637,"Centre de vaccination - Lormont Carriet - Salle Léo Lagrange","60 Rue Lavergne",33249,44.8765,-0.523205,https://partners.doctolib.fr/centre-de-sante/lormont/centre-de-vaccination-covid-19-ville-de-lormont?pid=practice-174829&enable_cookies_consent=1
2666,"Centre Marnais de Promotion de la Santé","14 Rue du Ruisselet",51454,49.2442,4.03595,https://partners.doctolib.fr/vaccination-covid-19/reims/centre-de-vaccination-covid-19-cmps-reims?pid=practice-192487&enable_cookies_consent=1
2534,"UHSA RENNES","108 Avenue Général Leclerc",35238,48.1139,-1.63823,
2535,"UHSI RENNES ","16 2 Rue Henri le Guilloux",35000,48.1193,-1.69203,
1968,"BRUZ - Parc Expo Rennes Aéroport"," La Haie Gautrais - Accès porte B",35047,48.0571,-1.73247,https://partners.doctolib.fr/centre-de-sante/bruz/centre-de-vaccination-parc-expo-bruz?pid=practice-174988&enable_cookies_consent=1
2553,"Centre de vaccination Gymnase de l'Espace","2 Rue du Lac",25532,47.2283,6.11515,https://partners.doctolib.fr/vaccination-covid-19/saone/centre-de-vaccination-ephemere-covid-19-ville-de-saone?pid=practice-185294&enable_cookies_consent=1
1283,"Lieu de vaccination de DAMVILLERS - MSP","1 Rue de l’Abbé Mandre",55145,49.3422,5.39821,https://www.maiia.com/centre-de-vaccination/55150-damvillers/centre-de-vaccination---damvillers
65,"CH JONZAC (réservé aux professionnels de santé)","4 Avenue Winston Churchill",17197,45.4391,-0.433836,https://partners.doctolib.fr/hopital-public/haute-saintonge/centre-de-vaccination-covid-19-haute-saintonge?pid=practice-164575&enable_cookies_consent=1
15,"Grand centre de vaccination"," Rue de la Vieille Meuse",08105,49.7567,4.71338,https://partners.doctolib.fr/hopital-public/charleville-mezieres/centre-hospitalier-intercommunal-nord-ardennes-charleville-fumay-sedan?pid=practice-171700&enable_cookies_consent=1
2319,"Lieu de vaccination d' ETAIN (salle Brasse et Focosi)","11 Rue du Contour",55181,49.2141,5.63652,https://www.maiia.com/centre-de-vaccination/55400-etain/centre-de-vaccination-d--etain
2536,"UHSI BORDEAUX","12 Rue Dubernat",33522,44.8139,-0.601105,
1293,"Centre de vaccination - centre médico-social de St Barth","4 rue Augustin Ryman",97701,16.2622,-61.4466,https://www.maiia.com/centre-de-vaccination/97133-saint-barthelemy/-centre-de-vaccination---medico-social-de-saint-barthelemy
2332,"Centre de vaccination d'Arthez de Béarn","2 Place Cezaire",64057,43.4649,-0.614097,https://partners.doctolib.fr/centre-de-vaccinations-internationales/arthez-de-bearn/centre-de-vaccination-covid-arthez-de-bearn?pid=practice-180554&enable_cookies_consent=1
1336,"Centre de Vaccination Territorial et hospitalier BSAV - Gymnase Pierre Pieri","33 Avenue Marechal Leclerc",07042,44.38,4.64215,https://partners.doctolib.fr/centre-de-sante/bourg-saint-andeol/centre-de-vaccination-territorial-bourg-saint-andeol?pid=practice-166627&enable_cookies_consent=1
1589,"Centre de vaccination Molsheim ","6 Rue de la Monnaie",67300,48.5416,7.49622,https://partners.doctolib.fr/centre-de-sante/molsheim/centre-de-vaccination-covid-19-molsheim?pid=practice-173886&enable_cookies_consent=1
1611,"MSP Usson du Poitou","20 Chemin du Désert",86276,46.2759,0.533892,https://partners.doctolib.fr/centre-de-vaccinations-internationales/usson-du-poitou/centre-de-vaccination-covid-19-sisa-pole-sante?pid=practice-173641&enable_cookies_consent=1
2537,"UHSA CADILLAC","89 Rue Cazeaux-Cazalet",33081,44.6351,-0.318002,
32,"CHRU Tours / Centre de vaccination - réservé aux professionnels en exercice","5 Rue Jehan Fouquet",37261,47.389,0.682825,https://partners.doctolib.fr/hopital-public/tours/centre-de-vaccination-covid-chru-tours-reserve-aux-professionnels-de-sante?pid=practice-162207&enable_cookies_consent=1
2320,"Lieu de vaccination de Varennes en Argonne (salle polyvalente)","28 Rue de Tabur",55527,49.2252,5.03723,https://www.maiia.com/centre-de-vaccination/55270-varennes-en-argonne/centre-de-vaccination---varennes
1468,"CH de Rambouillet","7 Rue Pierre et Marie Curie",78517,48.6525,1.82661,https://partners.doctolib.fr/centre-depistage-covid/rambouillet/point-prelevement-pcr-covid-19-rambouillet?pid=practice-162600&enable_cookies_consent=1
1090,"Centre de vaccination des Rousses","281 Rue Pasteur",39470,46.4849,6.06061,https://partners.doctolib.fr/centre-de-sante/dole/ars-de-bourgogne-franche-comte?pid=practice-164052&?speciality_id=5494&enable_cookies_consent=1
2538,"UHSA TOULOUSE","134 Route d’Espagne",31555,43.5596,1.42436,
815,"Centre de vaccination du Centre Hospitalier du Mont Dore","2 Rue du Capitaine Chazotte",63236,45.5747,2.80829,https://partners.doctolib.fr/hopital-public/mont-dore/ch-du-mont-dore-centre-de-vaccination?speciality_id=5494&enable_cookies_consent=1
810,"Centre gérontologique départemental","176 Avenue de Montolivet",13204,43.3111,5.40969,https://partners.doctolib.fr/vaccination-covid-19/marseille/centre-de-vaccination-covid-cgd13-reserve-aux-professionnels-de-sante?pid=practice-164336&enable_cookies_consent=1
2728,"Centre de vaccination mobile- Bus vaccinal Pas-de-Calais"," ",62041,50.3006,2.74541,
2731,"Centre de Vaccination éphémère ROISSY-EN-BRIE (AP-HP)","6 Avenue Maurice de Vlaminck",77390,48.7945,2.65165,
767,"Evry Nougaro centre de vaccination ","10 Rue du marquis de Raies",91228,48.6277,2.41903,https://partners.doctolib.fr/centre-de-sante/evry-courcouronnes/centre-de-vaccination-covid-salle-claude-nougaro-reserve-aux-personnes-de-plus-de-75-ans?speciality_id=5494&enable_cookies_consent=1
548,"POUILLY-EN-AUXOIS espace Jean Claude Patriarche"," Ruelle du Gué",21501,47.2619,4.55727,https://partners.doctolib.fr/maison-de-sante/pouilly-en-auxois/centre-de-vaccination-pouilly-en-auxois?speciality_id=5494&enable_cookies_consent=1
303,AVICENNE,"125 Rue de Stalingrad",93008,48.9151,2.42922,https://partners.doctolib.fr/hopital-public/bobigny/centres-de-vaccination-hopital-avicenne-ap-hp?pid=practice-178755&enable_cookies_consent=1
2732,"Andros Biars-sur-Cère","2 Rue Ambroise croisat ",46029,44.9358,1.8562,
2638,"CV éphémère Jargeau"," Rue de l'echo - Salle polyvalente",45173,47.8666,2.12227,https://partners.doctolib.fr/centre-de-sante/jargeau/centre-de-vaccination-covid-19-ephemere-de-jargeau?pid=practice-192113&enable_cookies_consent=1
821,"Centre de vaccination du CH de Firminy","2 Rue Robert Plotton RDC Bâtiment L",42095,45.3875,4.28891,https://partners.doctolib.fr/centre-de-sante/firminy/centre-de-vaccination-covid-19-hopital-le-corbusier-firminy?pid=practice-186492&enable_cookies_consent=1
1048,"Hôtel de Ville de Marseille"," Quai du Port",13202,43.2959,5.37007,https://www.maiia.com/centre-de-vaccination/13002-marseille/centre-de-vaccination-covid---hotel-de-ville---ville-de-marseille
1479,"Hôtel Dieu","9 Rue de la Cité",75104,48.8543,2.34773,https://partners.doctolib.fr/hopital-public/paris/vacci-hotel-dieu-ap-hp-interne?pid=practice-164073&enable_cookies_consent=1
1038,"Centre de vaccination de l'hôpital de Die"," Rue Leon Archimbaud",26113,44.7569,5.37011,https://partners.doctolib.fr/hopital-public/die/centre-de-vaccination-covid-ch-die?speciality_id=5494&enable_cookies_consent=1
1480,"LARIBOISIERE AP-HP","2 Rue Ambroise Paré",75110,48.8823,2.35126,
1474,"CHSSM-Site de Nemours","15 Rue des Chaudins",77333,48.262,2.70465,
2733,"Ratier-Figeac  ","25 Avenue ratier ",46102,44.608,2.01456,
978,"Centre de Vaccination CH Ribérac","23 Rue Jean Moulin",24352,45.2452,0.340622,https://partners.doctolib.fr/hopital-public/riberac/centre-vaccination-ch-riberac-chicrdd?speciality_id=5494&enable_cookies_consent=1
2734,"Centre de vaccination intercommunal de Sarrebourg (gymnase COSEC)"," Rue Pierre de Coubertin",57630,48.7352,7.06863,https://partners.doctolib.fr/vaccination-covid-19/sarrebourg/cosec?pid=practice-203172&enable_cookies_consent=1
2539,"UHSI TOULOUSE","2 Rue Viguerie",31555,43.5991,1.43651,
1072,"Centre d'Arbois - espace Pasteur","6 Rue Notre Dame",39013,46.9036,5.7715,https://partners.doctolib.fr/centre-de-sante/dole/ars-de-bourgogne-franche-comte?pid=practice-182619&enable_cookies_consent=1
1475,"CHSSM-Site de Fontainebleau","55 Boulevard du Maréchal Joffre",77186,48.4119,2.6963,
1481,"SAINT-ANTOINE AP-HP","186 Rue du Faubourg Saint-Antoine",75112,48.8502,2.38312,
2540,"UHSA LYON (Simone Veil)","95 Boulevard Pinel",69029,45.7421,4.89402,
1290,"Centre de Vaccination Salle Bérégovoy  VRIGNE-AUX-BOIS","13 Avenue Jean Jaurès",08491,49.7371,4.85412,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-165013&enable_cookies_consent=1
1573,"EMV Saint-Denis Auberge Municipale","2 Avenue du Colonel Fabien",93066,48.9444,2.35676,
1640,"Centre de vaccination - MSP Vermenton"," Route de Tonnerre",89441,47.6678,3.74293,https://partners.doctolib.fr/centre-de-vaccinations-internationales/vermenton/centre-de-vaccination-covid-19-vermenton?pid=practice-174866&enable_cookies_consent=1
1686,"Centre de Vaccination éphémère du SDIS","5 Chemin Rural Dit des Mulets",77288,48.5542,2.63188,https://partners.doctolib.fr/centre-de-sante/melun/centre-de-vaccination-covid-19-sdis-77?pid=practice-175244&enable_cookies_consent=1
2222,"22-Grand centre de vaccination (fictif)","33 Rue Fardel",22278,48.5145,-2.76577,
1972,"Centre de vaccination - MSP AUXI-LE-CHATEAU","75 Rue du General Leclerc",62060,50.2281,2.11714,https://partners.doctolib.fr/centre-de-sante/auxi-le-chateau/centre-de-vaccination-d-auxi-le-chateau?pid=practice-178163&enable_cookies_consent=1
1476,"CHSSM-Site CH Montereau Fault Yonne","1 bis Rue Victor Hugo",77305,48.3828,2.95396,
1482,Trousseau,"26 Avenue du Docteur Arnold Netter",75112,48.8428,2.40528,
2541,"UHSI Lyon","3 Quai des Célestins",69382,45.7609,4.83149,
1595,"MSP ASFELD","2 Rue du Docteur Landes",08024,49.4626,4.11037,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-173996&enable_cookies_consent=1
571,"Centre de vaccination CH de Tonnerre"," chemin des Jumeriaux",89418,47.8542,3.98033,https://partners.doctolib.fr/hopital-public/tonnerre/centre-de-vaccination-covid-ch-tonnerre?speciality_id=5494&enable_cookies_consent=1
1483,"Hôpital Salpêtrière","83 Boulevard de l’Hôpital",75113,48.8387,2.36127,
2239,"Centre de vaccination COVID-19 de Deauville","29 Rue Albert Fracasse",14220,49.3588,0.0756921,https://partners.doctolib.fr/centre-de-sante/deauville/centre-de-vaccination-covid-19-de-deauville?pid=practice-179896&enable_cookies_consent=1
1547,"EMV SOS Médecins Paris 17e","2 Rue Francis Garnier",75117,48.8978,2.32656,
1463,"Centre de vaccination SDIS - LE MANS - Réservé PS","3 Avenue Henri Pierre Klotz",72181,48.0187,0.173251,https://partners.doctolib.fr/etablissement-de-prevention/le-mans/pro-de-sante-le-mans-uniquement?pid=practice-171174&enable_cookies_consent=1
2542,"Centre de vaccination de Saint-Martin (CRF)","Boulevard Dr Hubert PETIT - Galisbay",97801,18.0731,-63.0828,
2466,"Collège Pierre Gilles de Gennes","33 rue du Cerisier",51262,48.7129,4.59316,https://partners.doctolib.fr/centre-de-sante/frignicourt/centres-de-vaccination-covid-19-grand-reims-2b486118-f9d7-4497-a8d1-31a0e7551e67?pid=practice-184018&enable_cookies_consent=1
2004,"Palais des Sports","74 Rue Raymond Teisseire",13208,43.2701,5.40113,https://www.maiia.com/centre-de-vaccination/13009-marseille/centre-de-vaccination-covid---palais-des-sports---ville-de-marseille
1442,"Centre de vaccination de Moirans","1 rue Jean Jaures",39333,46.4292,5.7252,https://partners.doctolib.fr/centre-de-sante/dole/ars-de-bourgogne-franche-comte?pid=practice-171878&enable_cookies_consent=1
1273,"DOUARNENEZ - CH (réservé PS)","83 Rue Laennec",29046,48.0839,-4.31638,
1587,"Centre de Vaccination de NOUZONVILLE (Salle des fêtes de Roger Maillard)","21 Place Gambetta",08328,49.8144,4.74526,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-174989&enable_cookies_consent=1
1274,"SEURRE maison de santé pluriprofessionnelle ","11 Rue des Fossés",21607,46.9975,5.14846,https://partners.doctolib.fr/maison-de-sante/seurre/centre-de-vaccination-pole-de-sante-rives-de-saone?pid=practice-167163&enable_cookies_consent=1
2142,"Centre de vaccination - Commune D'AVION, Salle des sports Roger Blézel"," Rue Alexandre Gressier",62065,50.4128,2.85035,https://partners.doctolib.fr/centre-de-sante/avion/centre-de-vaccination-covid-19-avion?pid=practice-179227&enable_cookies_consent=1
1671,"Centre de vaccination - Commune de Pont Sainte Maxence,  gymnase la Salamandre rue Charles Frigaux ","223 Rue Charles Frigaux",60509,49.3004,2.5971,https://partners.doctolib.fr/centre-de-vaccinations-internationales/pont-sainte-maxence/centre-de-vaccination-covid-19-pont-sainte-maxence?pid=practice-175373&enable_cookies_consent=1
2069,"Centre Espace Culturel René Monory","1 Boulevard du Maréchal Leclerc",86137,47.0137,0.079722,https://partners.doctolib.fr/centre-de-sante/loudun/centre-de-vaccination-covid-19-espace-culturel-rene-monory?pid=practice-182249&enable_cookies_consent=1
911,"CENTRE DE ROCHEFORT","73 Rue Pierre Toufaire",17299,45.9348,-0.95908,https://partners.doctolib.fr/centre-de-vaccinations-internationales/rochefort/centre-de-vaccination-communaute-d-agglomeration-rochefort-ocean?pid=practice-164533?speciality_id=5494&enable_cookies_consent=1
2194,"Vaccinobus du Var","47 Maison de la région du Var  - Avenue Lazare Carnot",83137,43.127,5.92529,
1484,Bichat,"46 Rue Henri Huchard",75118,48.8991,2.33084,
500,"Centre de Vaccination - BLAIN - Salle des fêtes","6b Rue Pierre Morin",44015,47.4736,-1.76531,https://partners.doctolib.fr/centre-depistage-covid/blain/centre-de-vaccination-de-la-salle-des-fetes-de-blain?speciality_id=5494&enable_cookies_consent=1
286,"Centre de Poissy","53 Avenue Blanche de Castille",78498,48.9243,2.02999,https://partners.doctolib.fr/centre-depistage-covid/ile-de-france/ars-ile-de-france-vaccination-des-professionnels-de-sante?pid=practice-163036&?speciality_id=5494&enable_cookies_consent=1
1935,"Mairie du 10e","72 Rue du Faubourg Saint-Martin",75110,48.8718,2.35755,https://partners.doctolib.fr/vaccination-covid-19/paris/centre-de-vaccination-de-la-ville-de-paris-mairie-du-10e?pid=practice-176642&enable_cookies_consent=1
1649,"MORLAIX - Parc des expos de Langolvas"," Langolvas",29059,48.5869,-3.79181,https://partners.doctolib.fr/maison-de-sante/morlaix/ch-morlaix-centre-de-vaccination-covid-19?pid=practice-163107&enable_cookies_consent=1
2520,"Centre grande capacité de Montauban","4 Rue Salvador Allende",82121,44.024,1.36153,https://partners.doctolib.fr/centre-de-sante/montauban/centre-de-vaccination-covid-19-grande-capacite-de-montauban?pid=practice-185514&enable_cookies_consent=1
2738,"Centre de Vaccination éphémère MORET LOING ORVANNE","1 Route de Saint Mammès",77316,48.3735,2.82071,
1247,"Centre hospitalier de Saint-Aignan","1301 Rue de la Forêt",41198,47.2615,1.34696,https://partners.doctolib.fr/centre-de-sante/saint-aignan/centre-de-vaccination-covid-19-de-l-hopital-de-st-aignan?pid=practice-166200&enable_cookies_consent=1
1452,"CH Ambroise PARE","9 Avenue Charles de Gaulle",92012,48.849,2.23711,rdvvaccinationcovid.lmr@aphp.fr
168,"CH Pont Audemer","64 64 route de lisieux",27467,49.3467,0.514494,https://partners.doctolib.fr/hopital-public/pont-audemer/centre-de-vaccination-covid-centre-hospitalier-ch-de-la-risle?speciality_id=5494&enable_cookies_consent=1
1627,"Equipe mobile vaccination Croix-Rouge Française du Val-de-Marne","8 Rue du Coteau",94044,48.7447,2.49817,
1128,"Centre de Vaccination - LE MANS- Jean Moulin","23 Rue Robert Collet",72181,47.9754,0.219508,https://partners.doctolib.fr/centre-de-sante/le-mans/vaccination-covid-19-ctps-le-mans-agglo?pid=practice-164815&enable_cookies_consent=1
1485,"HU de Tenon (Centre Covisan 20)","4 Rue de la Chine",75120,48.8657,2.40076,https://partners.doctolib.fr/hopital-public/paris/cvc-cpts-ump?pid=practice-163361&enable_cookies_consent=1
1993,"Centre de vaccination de Guebwiller - Salle de gymnastique 1860","25 Rue de Reims",68112,47.9084,7.20714,https://partners.doctolib.fr/centre-de-sante/guebwiller/centre-de-vaccination-covid-ville-de-guebwiller?pid=practice-176830&enable_cookies_consent=1
86,"Centre de Vaccination - LE MANS- UC-IRSA","178 Avenue Bollée",72181,47.9966,0.220022,https://partners.doctolib.fr/centre-de-vaccinations-internationales/le-mans/centre-de-vaccination-uc-irsa?speciality_id=5494&enable_cookies_consent=1
2195,"Equipe Mobile CD","57 rue des longues raies",92050,48.8946,2.22835,
770,"Centre de vaccination - CH de Jean Leclaire de Sarlat","16 Route du Lot ",24520,44.8936,1.21426,https://partners.doctolib.fr/hopital-public/sarlat-la-caneda/vaccination-ch-jean-leclaire-sarlat?speciality_id=5494&enable_cookies_consent=1
2730,"Centre de Vaccination éphémère de MITRY-MORY (AP-HP)","54 Avenue Jean-Baptiste Clement",77294,48.9589,2.60219,
2736,"Barnum de Villiers sur Marne 1","2 Boulevard de Friedberg",94079,48.8302,2.53968,
2729,"Barnum du Plessis-Trévise 1","74 Avenue Ardouin",94059,48.8054,2.57815,
2555,"Centre Intercommunal des Portes de l'Ile de France à Bonnières-sur-Seine"," ",78089,49.0305,1.57865,https://partners.doctolib.fr/vaccination-covid-19/bonnieres-sur-seine/centre-de-vaccination-de-bonnieres-sur-seine?pid=practice-188375&enable_cookies_consent=1
1486,"SAINT-LOUIS AP-HP","42 Rue Bichat",75110,48.8736,2.3652,
1578,"EMV Aubervilliers","5 Rue Edouard Poisson",93001,48.9105,2.3847,
1321,"Centre de vaccination de ROCROI"," Rue de Nevers",08367,49.9251,4.5187,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-167723&enable_cookies_consent=1
2023,"Centre de vaccination de Audun-le-Roman  (salle Aragon)","67 Route de Briey",54029,49.3667,5.90591,https://partners.doctolib.fr/vaccination-covid-19/audun-le-roman/centre-de-vaccination-covid-19-audun-le-roman?pid=practice-188282&enable_cookies_consent=1
1853,"EPM - US de Porcheville / Etablissement spécialisé pour mineurs de Porcheville"," Chemin Rouen Paris",78501,48.9888,1.76737,
1454,"CH Antoine Béclère","157 Rue de la Porte de Trivaux",92023,48.7899,2.25372,
2741,"Centre de vaccination éphémère de Sainte-Anne","83 Avenue Hegesippe Ibene",97128,16.224,-61.3842,
1162,"Centre de vaccination Châteauneuf"," Salle François Gabard - La croix Chadenne",16090,45.5938,-0.0555531,https://partners.doctolib.fr/centre-depistage-covid/chateauneuf-sur-charente/centre-de-vaccination-chateauneuf-sur-charentes?pid=practice-165809&enable_cookies_consent=1
